User_ID,Home_Hub,Work_Hub,Mode,Monthly_Income,Is_Rainy_Day,Daily_Commute_Cost,Daily_Time_Mins,Sleep_Debt_Hours,Monthly_Cash_Spend,Hourly_Rate,Monthly_Hours_Lost,Opportunity_Cost,Sleep_Debt_Cost,Total_Commute_Tax,Tax_Percentage_of_Income
LOS-0180,Surulere,Ikeja,Private Car,607758,0,4800.0,120,1.5,110400.0,3798.4875,44.0,66853.38,31337.521875000002,208590.9,34.32
LOS-0181,Surulere,Victoria Island,BRT,172986,0,1140.0,120,1.5,25080.0,1081.1625,44.0,19028.46,8919.590624999999,53028.05,30.65
LOS-0182,Egbeda,Victoria Island,Danfo,92583,0,3200.0,240,3.0,84480.0,578.64375,88.0,20368.26,9547.621874999999,114395.88,123.56
LOS-0183,Ikorodu,Victoria Island,Private Car,559154,0,15600.0,240,3.0,358800.0,3494.7125,88.0,123013.88,57662.75625,539476.64,96.48
LOS-0184,Ikorodu,Ikeja,BRT,458011,0,1500.0,240,3.0,33000.0,2862.56875,88.0,100762.42,47232.384375,180994.8,39.52
LOS-0185,Ikorodu,Ikeja,BRT,727629,0,1500.0,240,3.0,33000.0,4547.68125,88.0,160078.38,75036.74062499999,268115.12,36.85
LOS-0186,Surulere,Victoria Island,Private Car,682766,0,8000.0,120,1.5,184000.0,4267.2875,44.0,75104.26,35205.121875000004,294309.38,43.11
LOS-0187,Surulere,Ikeja,Danfo,77147,0,1800.0,120,1.5,47520.0,482.16875,44.0,8486.17,3977.8921875,59984.06,77.75
LOS-0188,Ikorodu,Ikeja,Private Car,371477,0,9600.0,240,3.0,220800.0,2321.73125,88.0,81724.94,38308.565624999996,340833.51,91.75
LOS-0189,Surulere,Victoria Island,Private Car,653215,0,8000.0,120,1.5,184000.0,4082.59375,44.0,71853.65,33681.3984375,289535.05,44.32
LOS-0190,Surulere,Victoria Island,Private Car,548900,0,8000.0,120,1.5,184000.0,3430.625,44.0,60379.0,28302.65625,272681.66,49.68
LOS-0191,Ikorodu,Ikeja,Private Car,509737,0,9600.0,240,3.0,220800.0,3185.85625,88.0,112142.14,52566.628124999996,385508.77,75.63
LOS-0192,Ikorodu,Ikeja,BRT,310167,1,1500.0,330,3.0,33000.0,1938.54375,121.0,93825.52,31985.971875,158811.49,51.2
LOS-0193,Egbeda,Victoria Island,Private Car,480901,0,14000.0,240,3.0,322000.0,3005.63125,88.0,105798.22,49592.915625,477391.14,99.27
LOS-0194,Ikorodu,Ikeja,Private Car,519881,0,9600.0,240,3.0,220800.0,3249.25625,88.0,114373.82,53612.728125,388786.55,74.78
LOS-0195,Ikorodu,Victoria Island,Danfo,95336,0,3600.0,240,3.0,95040.0,595.85,88.0,20973.92,9831.525,125845.44,132.0
LOS-0196,Ikorodu,Victoria Island,BRT,739820,0,2200.0,240,3.0,48400.0,4623.875,88.0,162760.4,76293.9375,287454.34,38.85
LOS-0197,Ikorodu,Victoria Island,Danfo,831448,0,3600.0,240,3.0,95040.0,5196.55,88.0,182918.56,85743.075,363701.64,43.74
LOS-0198,Egbeda,Ikeja,Danfo,96275,0,1600.0,240,3.0,42240.0,601.71875,88.0,21180.5,9928.359375,73348.86,76.19
LOS-0199,Surulere,Ikeja,Private Car,481289,0,4800.0,120,1.5,110400.0,3008.05625,44.0,52941.79,24816.4640625,188158.25,39.09
LOS-0200,Surulere,Ikeja,Private Car,665709,1,6240.0,210,1.5,110400.0,4160.68125,77.0,128148.98,34325.620312499996,272874.6,40.99
LOS-0201,Ikorodu,Victoria Island,Danfo,181046,1,5400.0,330,3.0,95040.0,1131.5375,121.0,54766.42,18670.368749999998,168476.78,93.06
LOS-0202,Ikorodu,Ikeja,Private Car,432319,0,9600.0,240,3.0,220800.0,2701.99375,88.0,95110.18,44582.896875,360493.08,83.39
LOS-0203,Ikorodu,Victoria Island,BRT,328342,0,2200.0,240,3.0,48400.0,2052.1375,88.0,72235.24,33860.268749999996,154495.51,47.05
LOS-0204,Ikorodu,Ikeja,Danfo,200905,0,2400.0,240,3.0,63360.0,1255.65625,88.0,44199.1,20718.328125,128277.43,63.85
LOS-0205,Egbeda,Victoria Island,Private Car,654001,1,18200.0,330,3.0,322000.0,4087.50625,121.0,197835.3,67443.853125,587279.16,89.8
LOS-0206,Surulere,Victoria Island,Private Car,473513,0,8000.0,120,1.5,184000.0,2959.45625,44.0,52086.43,24415.514062500002,260501.94,55.01
LOS-0207,Egbeda,Ikeja,Danfo,83933,0,1600.0,240,3.0,42240.0,524.58125,88.0,18465.26,8655.590624999999,69360.85,82.64
LOS-0208,Egbeda,Ikeja,Danfo,729966,0,1600.0,240,3.0,42240.0,4562.2875,88.0,160592.52,75277.74375000001,278110.26,38.1
LOS-0209,Surulere,Ikeja,BRT,230821,0,1140.0,120,1.5,25080.0,1442.63125,44.0,25390.31,11901.707812499999,62372.02,27.02
LOS-0210,Ikorodu,Victoria Island,Private Car,699457,0,15600.0,240,3.0,358800.0,4371.60625,88.0,153880.54,72131.503125,584812.04,83.61
LOS-0211,Ikorodu,Victoria Island,Private Car,712563,1,20280.0,330,3.0,358800.0,4453.51875,121.0,215550.31,73483.059375,647833.37,90.92
LOS-0212,Egbeda,Ikeja,BRT,696334,0,900.0,240,3.0,19800.0,4352.0875,88.0,153193.48,71809.44374999999,244802.92,35.16
LOS-0213,Egbeda,Victoria Island,Danfo,250915,0,3200.0,240,3.0,84480.0,1568.21875,88.0,55201.3,25875.609375,165556.91,65.98
LOS-0214,Ikorodu,Victoria Island,Danfo,99134,0,3600.0,240,3.0,95040.0,619.5875,88.0,21809.48,10223.19375,127072.67,128.18
LOS-0215,Surulere,Victoria Island,Private Car,809094,0,8000.0,120,1.5,184000.0,5056.8375,44.0,89000.34,41718.909374999996,314719.25,38.9
LOS-0216,Surulere,Ikeja,Danfo,88730,0,1800.0,120,1.5,47520.0,554.5625,44.0,9760.3,4575.140625,61855.44,69.71
LOS-0217,Surulere,Ikeja,Private Car,559040,1,6240.0,210,1.5,110400.0,3494.0,77.0,107615.2,28825.5,246840.7,44.15
LOS-0218,Egbeda,Ikeja,Danfo,81399,0,1600.0,240,3.0,42240.0,508.74375,88.0,17907.78,8394.271875,68542.05,84.21
LOS-0219,Ikorodu,Victoria Island,Private Car,461586,0,15600.0,240,3.0,358800.0,2884.9125,88.0,101548.92,47601.05625,507949.98,110.04
LOS-0220,Surulere,Victoria Island,Private Car,376715,1,10400.0,210,1.5,184000.0,2354.46875,77.0,72517.64,19424.3671875,275942.0,73.25
LOS-0221,Ikorodu,Victoria Island,Private Car,711617,0,15600.0,240,3.0,358800.0,4447.60625,88.0,156555.74,73385.503125,588741.24,82.73
LOS-0222,Surulere,Victoria Island,BRT,523545,0,1140.0,120,1.5,25080.0,3272.15625,44.0,57589.95,26995.2890625,109665.24,20.95
LOS-0223,Surulere,Victoria Island,Danfo,79710,1,2700.0,210,1.5,47520.0,498.1875,77.0,15344.18,4110.046875,66974.22,84.02
LOS-0224,Egbeda,Victoria Island,Private Car,531814,0,14000.0,240,3.0,322000.0,3323.8375,88.0,116999.08,54843.31875,493842.4,92.86
LOS-0225,Egbeda,Ikeja,Danfo,654416,1,2400.0,330,3.0,42240.0,4090.1,121.0,197960.84,67486.65,307687.49,47.02
LOS-0226,Surulere,Victoria Island,Danfo,72945,0,1800.0,120,1.5,47520.0,455.90625,44.0,8023.95,3761.2265625,59305.18,81.3
LOS-0227,Ikorodu,Victoria Island,BRT,237136,0,2200.0,240,3.0,48400.0,1482.1,88.0,52169.92,24454.649999999998,125024.57,52.72
LOS-0228,Ikorodu,Ikeja,Private Car,499345,0,9600.0,240,3.0,220800.0,3120.90625,88.0,109855.9,51494.953125,382150.85,76.53
LOS-0229,Surulere,Ikeja,Private Car,630415,0,4800.0,120,1.5,110400.0,3940.09375,44.0,69345.65,32505.7734375,212251.42,33.67
LOS-0230,Ikorodu,Ikeja,Private Car,746322,0,9600.0,240,3.0,220800.0,4664.5125,88.0,164190.84,76964.45625,461955.3,61.9
LOS-0231,Surulere,Victoria Island,Danfo,753706,0,1800.0,120,1.5,47520.0,4710.6625,44.0,82907.66,38862.965625000004,169290.63,22.46
LOS-0232,Ikorodu,Ikeja,Private Car,389744,1,12480.0,330,3.0,220800.0,2435.9,121.0,117897.56,40192.35,378889.91,97.22
LOS-0233,Surulere,Ikeja,Private Car,658734,0,4800.0,120,1.5,110400.0,4117.0875,44.0,72460.74,33965.971874999996,216826.71,32.92
LOS-0234,Ikorodu,Victoria Island,BRT,489592,0,2200.0,240,3.0,48400.0,3059.95,88.0,107710.24,50489.174999999996,206599.41,42.2
LOS-0235,Egbeda,Ikeja,Private Car,488915,0,6000.0,240,3.0,138000.0,3055.71875,88.0,107561.3,50419.359375,295980.66,60.54
LOS-0236,Egbeda,Victoria Island,Private Car,581721,0,14000.0,240,3.0,322000.0,3635.75625,88.0,127978.62,59989.978125,509968.6,87.67
LOS-0237,Ikorodu,Ikeja,Private Car,752669,1,12480.0,330,3.0,220800.0,4704.18125,121.0,227682.37,77618.99062499999,526101.36,69.9
LOS-0238,Ikorodu,Ikeja,BRT,287979,0,1500.0,240,3.0,33000.0,1799.86875,88.0,63355.38,29697.834375000002,126053.21,43.77
LOS-0239,Ikorodu,Victoria Island,BRT,95821,1,2200.0,330,3.0,48400.0,598.88125,121.0,28985.85,9881.540625,87267.39,91.07
LOS-0240,Ikorodu,Victoria Island,Danfo,190458,0,3600.0,240,3.0,95040.0,1190.3625,88.0,41900.76,19640.98125,156581.74,82.21
LOS-0241,Egbeda,Victoria Island,Danfo,287580,0,3200.0,240,3.0,84480.0,1797.375,88.0,63267.6,29656.6875,177404.29,61.69
LOS-0242,Surulere,Victoria Island,BRT,172728,0,1140.0,120,1.5,25080.0,1079.55,44.0,19000.08,8906.2875,52986.37,30.68
LOS-0243,Surulere,Ikeja,Private Car,492507,0,4800.0,120,1.5,110400.0,3078.16875,44.0,54175.77,25394.892187499998,189970.66,38.57
LOS-0244,Ikorodu,Victoria Island,Private Car,628087,0,15600.0,240,3.0,358800.0,3925.54375,88.0,138179.14,64771.471874999996,561750.61,89.44
LOS-0245,Surulere,Victoria Island,BRT,482363,0,1140.0,120,1.5,25080.0,3014.76875,44.0,53059.93,24871.842187500002,103011.77,21.36
LOS-0246,Surulere,Ikeja,Danfo,89158,1,2700.0,210,1.5,47520.0,557.2375,77.0,17162.91,4597.209374999999,69280.12,77.7
LOS-0247,Ikorodu,Ikeja,Private Car,478898,0,9600.0,240,3.0,220800.0,2993.1125,88.0,105357.56,49386.356250000004,375543.92,78.42
LOS-0248,Surulere,Victoria Island,Private Car,807841,0,8000.0,120,1.5,184000.0,5049.00625,44.0,88862.51,41654.301562500004,314516.81,38.93
LOS-0249,Egbeda,Victoria Island,Private Car,484838,0,14000.0,240,3.0,322000.0,3030.2375,88.0,106664.36,49998.918750000004,478663.28,98.73
LOS-0250,Ikorodu,Victoria Island,Danfo,74228,0,3600.0,240,3.0,95040.0,463.925,88.0,16330.16,7654.7625,119024.92,160.35
LOS-0251,Egbeda,Ikeja,Private Car,546852,0,6000.0,240,3.0,138000.0,3417.825,88.0,120307.44,56394.112499999996,314701.55,57.55
LOS-0252,Ikorodu,Ikeja,Private Car,570107,0,9600.0,240,3.0,220800.0,3563.16875,88.0,125423.54,58792.284374999996,405015.82,71.04
LOS-0253,Surulere,Ikeja,BRT,662834,0,1140.0,120,1.5,25080.0,4142.7125,44.0,72911.74,34177.378124999996,132169.12,19.94
LOS-0254,Ikorodu,Ikeja,Danfo,83501,0,2400.0,240,3.0,63360.0,521.88125,88.0,18370.22,8611.040625,90341.26,108.19
LOS-0255,Surulere,Ikeja,BRT,647995,0,1140.0,120,1.5,25080.0,4049.96875,44.0,71279.45,33412.2421875,129771.69,20.03
LOS-0256,Surulere,Ikeja,Private Car,708316,1,6240.0,210,1.5,110400.0,4426.975,77.0,136350.83,36522.543750000004,283273.37,39.99
LOS-0257,Ikorodu,Victoria Island,Private Car,625916,0,15600.0,240,3.0,358800.0,3911.975,88.0,137701.52,64547.5875,561049.11,89.64
LOS-0258,Egbeda,Victoria Island,Private Car,403858,1,18200.0,330,3.0,322000.0,2524.1125,121.0,122167.05,41647.856250000004,485814.9,120.29
LOS-0259,Surulere,Victoria Island,Private Car,785238,1,10400.0,210,1.5,184000.0,4907.7375,77.0,151158.32,40488.834375,375647.15,47.84
LOS-0260,Ikorodu,Ikeja,BRT,274190,0,1500.0,240,3.0,33000.0,1713.6875,88.0,60321.8,28275.84375,121597.64,44.35
LOS-0261,Egbeda,Ikeja,Danfo,744411,0,1600.0,240,3.0,42240.0,4652.56875,88.0,163770.42,76767.38437500001,282777.8,37.99
LOS-0262,Surulere,Ikeja,BRT,692326,1,1140.0,210,1.5,25080.0,4327.0375,77.0,133272.76,35698.059375000004,194050.81,28.03
LOS-0263,Ikorodu,Ikeja,Private Car,833073,1,12480.0,330,3.0,220800.0,5206.70625,121.0,252004.58,85910.653125,558715.24,67.07
LOS-0264,Egbeda,Victoria Island,BRT,261970,0,1960.0,240,3.0,43120.0,1637.3125,88.0,57633.4,27015.65625,127769.06,48.77
LOS-0265,Ikorodu,Victoria Island,Danfo,99630,0,3600.0,240,3.0,95040.0,622.6875,88.0,21918.6,10274.34375,127232.94,127.71
LOS-0266,Egbeda,Ikeja,BRT,314560,1,900.0,330,3.0,19800.0,1966.0,121.0,95154.4,32439.0,147393.4,46.86
LOS-0267,Surulere,Ikeja,Private Car,499734,0,4800.0,120,1.5,110400.0,3123.3375,44.0,54970.74,25767.534375,191138.27,38.25
LOS-0268,Ikorodu,Victoria Island,Private Car,718221,0,15600.0,240,3.0,358800.0,4488.88125,88.0,158008.62,74066.54062500001,590875.16,82.27
LOS-0269,Egbeda,Ikeja,Private Car,379182,0,6000.0,240,3.0,138000.0,2369.8875,88.0,83420.04,39103.143749999996,260523.18,68.71
LOS-0270,Egbeda,Ikeja,BRT,642527,0,900.0,240,3.0,19800.0,4015.79375,88.0,141355.94,66260.596875,227416.54,35.39
LOS-0271,Surulere,Ikeja,BRT,93014,0,1140.0,120,1.5,25080.0,581.3375,44.0,10231.54,4796.034375,40107.57,43.12
LOS-0272,Ikorodu,Victoria Island,Private Car,554188,0,15600.0,240,3.0,358800.0,3463.675,88.0,121921.36,57150.637500000004,537872.0,97.06
LOS-0273,Surulere,Victoria Island,Private Car,847034,0,8000.0,120,1.5,184000.0,5293.9625,44.0,93173.74,43675.190624999996,320848.93,37.88
LOS-0274,Surulere,Victoria Island,BRT,642118,1,1140.0,210,1.5,25080.0,4013.2375,77.0,123607.72,33109.209375,181796.92,28.31
LOS-0275,Egbeda,Ikeja,Private Car,813513,0,6000.0,240,3.0,138000.0,5084.45625,88.0,178972.86,83893.528125,400866.39,49.28
LOS-0276,Egbeda,Victoria Island,BRT,81111,1,1960.0,330,3.0,43120.0,506.94375,121.0,24536.08,8364.571875,76020.65,93.72
LOS-0277,Ikorodu,Victoria Island,Private Car,693126,0,15600.0,240,3.0,358800.0,4332.0375,88.0,152487.72,71478.61875000001,582766.34,84.08
LOS-0278,Ikorodu,Victoria Island,Danfo,651086,0,3600.0,240,3.0,95040.0,4069.2875,88.0,143238.92,67143.24375,305422.16,46.91
LOS-0279,Egbeda,Ikeja,Danfo,740195,0,1600.0,240,3.0,42240.0,4626.21875,88.0,162842.9,76332.609375,281415.51,38.02
LOS-0280,Ikorodu,Ikeja,Danfo,303107,1,3600.0,330,3.0,63360.0,1894.41875,121.0,91689.87,31257.909375,186307.78,61.47
LOS-0281,Egbeda,Ikeja,Danfo,262289,0,1600.0,240,3.0,42240.0,1639.30625,88.0,57703.58,27048.553125000002,126992.13,48.42
LOS-0282,Ikorodu,Victoria Island,Private Car,473976,0,15600.0,240,3.0,358800.0,2962.35,88.0,104274.72,48878.775,511953.5,108.01
LOS-0283,Egbeda,Ikeja,BRT,535610,1,900.0,330,3.0,19800.0,3347.5625,121.0,162022.03,55234.78125,237056.81,44.26
LOS-0284,Surulere,Victoria Island,BRT,790475,1,1140.0,210,1.5,25080.0,4940.46875,77.0,152166.44,40758.8671875,218005.3,27.58
LOS-0285,Ikorodu,Victoria Island,Private Car,524217,0,15600.0,240,3.0,358800.0,3276.35625,88.0,115327.74,54059.878124999996,528187.62,100.76
LOS-0286,Egbeda,Ikeja,Private Car,444072,0,6000.0,240,3.0,138000.0,2775.45,88.0,97695.84,45794.924999999996,281490.76,63.39
LOS-0287,Egbeda,Victoria Island,BRT,663609,0,1960.0,240,3.0,43120.0,4147.55625,88.0,145993.98,68434.67812499999,257548.66,38.81
LOS-0288,Surulere,Ikeja,Private Car,649526,1,6240.0,210,1.5,110400.0,4059.5375,77.0,125033.76,33491.184375,268924.94,41.4
LOS-0289,Egbeda,Ikeja,Private Car,492600,0,6000.0,240,3.0,138000.0,3078.75,88.0,108372.0,50799.375,297171.38,60.33
LOS-0290,Ikorodu,Ikeja,Danfo,80066,0,2400.0,240,3.0,63360.0,500.4125,88.0,17614.52,8256.80625,89231.33,111.45
LOS-0291,Egbeda,Ikeja,Danfo,73230,0,1600.0,240,3.0,42240.0,457.6875,88.0,16110.6,7551.84375,65902.44,89.99
LOS-0292,Ikorodu,Ikeja,Private Car,655260,1,12480.0,330,3.0,220800.0,4095.375,121.0,198216.15,67573.6875,486589.84,74.26
LOS-0293,Surulere,Victoria Island,Private Car,326752,0,8000.0,120,1.5,184000.0,2042.2,44.0,35942.72,16848.15,236790.87,72.47
LOS-0294,Ikorodu,Victoria Island,BRT,452467,0,2200.0,240,3.0,48400.0,2827.91875,88.0,99542.74,46660.659374999996,194603.4,43.01
LOS-0295,Ikorodu,Victoria Island,Danfo,91011,0,3600.0,240,3.0,95040.0,568.81875,88.0,20022.42,9385.509375,124447.93,136.74
LOS-0296,Egbeda,Victoria Island,BRT,83480,0,1960.0,240,3.0,43120.0,521.75,88.0,18365.6,8608.875,70094.48,83.97
LOS-0297,Ikorodu,Victoria Island,Private Car,798304,1,20280.0,330,3.0,358800.0,4989.4,121.0,241486.96,82325.09999999999,682612.06,85.51
LOS-0298,Surulere,Victoria Island,Private Car,450293,0,8000.0,120,1.5,184000.0,2814.33125,44.0,49532.23,23218.232812500002,256750.46,57.02
LOS-0299,Surulere,Victoria Island,BRT,785695,1,1140.0,210,1.5,25080.0,4910.59375,77.0,151246.29,40512.3984375,216838.69,27.6
LOS-0300,Ikorodu,Ikeja,Danfo,70658,1,3600.0,330,3.0,63360.0,441.6125,121.0,21374.04,7286.60625,92020.65,130.23
LOS-0301,Ikorodu,Victoria Island,Private Car,502989,0,15600.0,240,3.0,358800.0,3143.68125,88.0,110657.58,51870.740625,521328.32,103.65
LOS-0302,Ikorodu,Victoria Island,Private Car,392913,0,15600.0,240,3.0,358800.0,2455.70625,88.0,86440.86,40519.153125000004,485760.01,123.63
LOS-0303,Surulere,Victoria Island,BRT,460729,0,1140.0,120,1.5,25080.0,2879.55625,44.0,50680.19,23756.3390625,99516.53,21.6
LOS-0304,Surulere,Ikeja,BRT,378311,1,1140.0,210,1.5,25080.0,2364.44375,77.0,72824.87,19506.6609375,117411.53,31.04
LOS-0305,Ikorodu,Ikeja,Private Car,753733,0,9600.0,240,3.0,220800.0,4710.83125,88.0,165821.26,77728.715625,464349.98,61.61
LOS-0306,Ikorodu,Victoria Island,Danfo,361011,0,3600.0,240,3.0,95040.0,2256.31875,88.0,79422.42,37229.259375,211691.68,58.64
LOS-0307,Ikorodu,Ikeja,Private Car,426804,0,9600.0,240,3.0,220800.0,2667.525,88.0,93896.88,44014.1625,358711.04,84.05
LOS-0308,Egbeda,Victoria Island,Private Car,675386,0,14000.0,240,3.0,322000.0,4221.1625,88.0,148584.92,69649.18125000001,540234.1,79.99
LOS-0309,Ikorodu,Ikeja,BRT,246904,1,1500.0,330,3.0,33000.0,1543.15,121.0,74688.46,25461.975000000002,133150.44,53.93
LOS-0310,Egbeda,Ikeja,Private Car,600908,0,6000.0,240,3.0,138000.0,3755.675,88.0,132199.76,61968.637500000004,332168.4,55.28
LOS-0311,Ikorodu,Ikeja,Danfo,78867,0,2400.0,240,3.0,63360.0,492.91875,88.0,17350.74,8133.159375,88843.9,112.65
LOS-0312,Ikorodu,Victoria Island,BRT,459851,0,2200.0,240,3.0,48400.0,2874.06875,88.0,101167.22,47422.134375,196989.35,42.84
LOS-0313,Ikorodu,Victoria Island,BRT,750036,0,2200.0,240,3.0,48400.0,4687.725,88.0,165007.92,77347.46250000001,290755.38,38.77
LOS-0314,Surulere,Ikeja,Private Car,685087,1,6240.0,210,1.5,110400.0,4281.79375,77.0,131879.25,35324.7984375,277604.05,40.52
LOS-0315,Egbeda,Victoria Island,Private Car,401587,1,18200.0,330,3.0,322000.0,2509.91875,121.0,121480.07,41413.659374999996,484893.73,120.74
LOS-0316,Egbeda,Victoria Island,Danfo,449053,0,3200.0,240,3.0,84480.0,2806.58125,88.0,98791.66,46308.590625000004,229580.25,51.13
LOS-0317,Ikorodu,Ikeja,Danfo,154462,0,2400.0,240,3.0,63360.0,965.3875,88.0,33981.64,15928.893750000001,113270.53,73.33
LOS-0318,Egbeda,Ikeja,Private Car,604858,1,7800.0,330,3.0,138000.0,3780.3625,121.0,182969.54,62375.981250000004,383345.53,63.38
LOS-0319,Surulere,Ikeja,Private Car,759714,1,6240.0,210,1.5,110400.0,4748.2125,77.0,146244.94,39172.753124999996,295817.7,38.94
LOS-0320,Surulere,Ikeja,Danfo,509446,1,2700.0,210,1.5,47520.0,3184.0375,77.0,98068.36,26268.309375,171856.66,33.73
LOS-0321,Surulere,Ikeja,Danfo,185212,1,2700.0,210,1.5,47520.0,1157.575,77.0,35653.31,9549.99375,92723.3,50.06
LOS-0322,Egbeda,Ikeja,BRT,90949,1,900.0,330,3.0,19800.0,568.43125,121.0,27512.07,9379.115625,56691.19,62.33
LOS-0323,Ikorodu,Victoria Island,Danfo,302275,0,3600.0,240,3.0,95040.0,1889.21875,88.0,66500.5,31172.109375,192712.61,63.75
LOS-0324,Ikorodu,Victoria Island,Danfo,72653,1,5400.0,330,3.0,95040.0,454.08125,121.0,21977.53,7492.340625,124509.87,171.38
LOS-0325,Surulere,Ikeja,Danfo,333146,1,2700.0,210,1.5,47520.0,2082.1625,77.0,64130.6,17177.840625,128828.45,38.67
LOS-0326,Surulere,Ikeja,Danfo,151998,0,1800.0,120,1.5,47520.0,949.9875,44.0,16719.78,7837.396874999999,72077.18,47.42
LOS-0327,Surulere,Victoria Island,Danfo,319306,0,1800.0,120,1.5,47520.0,1995.6625,44.0,35123.66,16464.215625,99107.88,31.04
LOS-0328,Surulere,Victoria Island,BRT,642519,0,1140.0,120,1.5,25080.0,4015.74375,44.0,70677.09,33129.8859375,128886.98,20.06
LOS-0329,Egbeda,Victoria Island,Danfo,172643,0,3200.0,240,3.0,84480.0,1079.01875,88.0,37981.46,17803.809375,140265.27,81.25
LOS-0330,Egbeda,Victoria Island,Private Car,528575,0,14000.0,240,3.0,322000.0,3303.59375,88.0,116286.5,54509.296875,492795.8,93.23
LOS-0331,Egbeda,Victoria Island,Private Car,163195,1,18200.0,330,3.0,322000.0,1019.96875,121.0,49366.49,16829.484375,388195.97,237.87
LOS-0332,Ikorodu,Victoria Island,BRT,798529,0,2200.0,240,3.0,48400.0,4990.80625,88.0,175676.38,82348.30312499999,306424.68,38.37
LOS-0333,Egbeda,Victoria Island,Private Car,310390,0,14000.0,240,3.0,322000.0,1939.9375,88.0,68285.8,32008.96875,422294.77,136.05
LOS-0334,Ikorodu,Victoria Island,BRT,71431,1,2200.0,330,3.0,48400.0,446.44375,121.0,21607.88,7366.321875000001,77374.2,108.32
LOS-0335,Surulere,Victoria Island,Danfo,731787,1,2700.0,210,1.5,47520.0,4573.66875,77.0,140869.0,37732.7671875,226121.76,30.9
LOS-0336,Ikorodu,Ikeja,Danfo,220724,0,2400.0,240,3.0,63360.0,1379.525,88.0,48559.28,22762.162500000002,134681.44,61.02
LOS-0337,Egbeda,Victoria Island,Private Car,808844,0,14000.0,240,3.0,322000.0,5055.275,88.0,177945.68,83412.03749999999,583357.72,72.12
LOS-0338,Ikorodu,Ikeja,Private Car,552385,1,12480.0,330,3.0,220800.0,3452.40625,121.0,167096.46,56964.703125,444861.17,80.53
LOS-0339,Ikorodu,Ikeja,Private Car,560214,0,9600.0,240,3.0,220800.0,3501.3375,88.0,123247.08,57772.06875,401819.15,71.73
LOS-0340,Egbeda,Victoria Island,Private Car,604722,0,14000.0,240,3.0,322000.0,3779.5125,88.0,133038.84,62361.956249999996,517400.8,85.56
LOS-0341,Egbeda,Victoria Island,Private Car,429844,0,14000.0,240,3.0,322000.0,2686.525,88.0,94565.68,44327.6625,460893.34,107.22
LOS-0342,Ikorodu,Victoria Island,Danfo,95640,1,5400.0,330,3.0,95040.0,597.75,121.0,28931.1,9862.875,133833.98,139.94
LOS-0343,Egbeda,Ikeja,Danfo,77415,0,1600.0,240,3.0,42240.0,483.84375,88.0,17031.3,7983.421875,67254.72,86.88
LOS-0344,Egbeda,Victoria Island,Private Car,836701,0,14000.0,240,3.0,322000.0,5229.38125,88.0,184074.22,86284.79062500001,592359.01,70.8
LOS-0345,Ikorodu,Ikeja,Private Car,597707,0,9600.0,240,3.0,220800.0,3735.66875,88.0,131495.54,61638.534374999996,413934.07,69.25
LOS-0346,Surulere,Ikeja,Danfo,277856,0,1800.0,120,1.5,47520.0,1736.6,44.0,30564.16,14326.949999999999,92411.11,33.26
LOS-0347,Egbeda,Ikeja,BRT,435045,0,900.0,240,3.0,19800.0,2719.03125,88.0,95709.9,44864.015625,160373.92,36.86
LOS-0348,Surulere,Ikeja,BRT,92786,0,1140.0,120,1.5,25080.0,579.9125,44.0,10206.46,4784.278125,40070.74,43.19
LOS-0349,Ikorodu,Victoria Island,Private Car,491372,0,15600.0,240,3.0,358800.0,3071.075,88.0,108101.84,50672.737499999996,517574.58,105.33
LOS-0350,Egbeda,Victoria Island,Private Car,741129,0,14000.0,240,3.0,322000.0,4632.05625,88.0,163048.38,76428.92812499999,561477.31,75.76
LOS-0351,Egbeda,Ikeja,Private Car,375085,0,6000.0,240,3.0,138000.0,2344.28125,88.0,82518.7,38680.640625,259199.34,69.1
LOS-0352,Surulere,Victoria Island,Danfo,77886,0,1800.0,120,1.5,47520.0,486.7875,44.0,8567.46,4015.9968750000003,60103.46,77.17
LOS-0353,Ikorodu,Victoria Island,Private Car,829872,0,15600.0,240,3.0,358800.0,5186.7,88.0,182571.84,85580.55,626952.39,75.55
LOS-0354,Ikorodu,Ikeja,Private Car,805344,0,9600.0,240,3.0,220800.0,5033.4,88.0,177175.68,83051.09999999999,481026.78,59.73
LOS-0355,Egbeda,Ikeja,BRT,82158,0,900.0,240,3.0,19800.0,513.4875,88.0,18074.76,8472.543749999999,46347.3,56.41
LOS-0356,Egbeda,Ikeja,Private Car,713693,0,6000.0,240,3.0,138000.0,4460.58125,88.0,157012.46,73599.590625,368612.05,51.65
LOS-0357,Surulere,Victoria Island,Private Car,766405,0,8000.0,120,1.5,184000.0,4790.03125,44.0,84304.55,39517.7578125,307822.31,40.16
LOS-0358,Surulere,Ikeja,BRT,93740,0,1140.0,120,1.5,25080.0,585.875,44.0,10311.4,4833.46875,40224.87,42.91
LOS-0359,Ikorodu,Victoria Island,Private Car,765328,1,20280.0,330,3.0,358800.0,4783.3,121.0,231511.72,78924.45,669236.17,87.44
LOS-0360,Ikorodu,Victoria Island,BRT,94619,0,2200.0,240,3.0,48400.0,591.36875,88.0,20816.18,9757.584375,78973.76,83.47
LOS-0361,Egbeda,Ikeja,Private Car,534936,0,6000.0,240,3.0,138000.0,3343.35,88.0,117685.92,55165.275,310851.2,58.11
